:START_ID,:END_ID,:TYPE,ratio,rule_type,description
bhavana_2,vistara_2,HAS_DIMENSION_RATIO,1.5,MEASUREMENT,"As a general rule, the height of a building (Bhavana) can be one and a half times (1.5 times) its width."
bhavana_2,vistara_2,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,"As a general rule, the height of a building (Bhavana) can be one and a quarter times (1.25 times) its width."
Alpa_Bhavana,bhavana_2,IS_A,,DEFINITION,A 'small building' (Alpa Bhavana) is defined as a building with a width of less than fifteen cubits.
Udaya,Vertical_Measurement,IS_A,,DEFINITION,The height (Udaya) of a building is a vertical measurement defined as the span from the base (adhiṣṭhāna) to the finial (Stupi).
Udaya,Vertical_Measurement,IS_A,,DEFINITION,An alternative definition for the height (Udaya) of a building is the vertical measurement from the base (adhiṣṭhāna) to the top of the roof (Sikhara).
vistara_2,Horizontal_Measurement,IS_A,,DEFINITION,The width (Vistara) of a building is a horizontal measurement defined as the distance along the exterior face of the pillars (Stambha).
bṛhat_prāsāda_utsedha,bṛhat_prāsāda_vistāra,HAS_DIMENSION_RATIO,1.42857,MEASUREMENT,The height of a large building is defined as ten-sevenths (10/7) of its width.
kṣudra_prāsāda_utsedha,kṣudra_prāsāda_vistāra,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The height of a small building is defined as double its width.
dvādaśa_bhūmi_prāsāda,Sarvabhauma_deva,IS_SUITABLE_FOR,,ASSIGNMENT,A building with up to twelve storeys is suitable for Sarvabhauma gods.
ekādaśa_bhūmi_prāsāda,Raksasa,IS_SUITABLE_FOR,,ASSIGNMENT,"A building with up to eleven storeys is suitable for Raksasas, Gandharvas, and Yaksas."
ekādaśa_bhūmi_prāsāda,gandharva_2,IS_SUITABLE_FOR,,ASSIGNMENT,"A building with up to eleven storeys is suitable for Raksasas, Gandharvas, and Yaksas."
ekādaśa_bhūmi_prāsāda,yaksa_2,IS_SUITABLE_FOR,,ASSIGNMENT,"A building with up to eleven storeys is suitable for Raksasas, Gandharvas, and Yaksas."
nava_daśa_bhūmi_prāsāda,brāhmaṇa,IS_SUITABLE_FOR,,ASSIGNMENT,A building with nine or ten storeys is suitable for brahmins.
sapta_bhūmi_prāsāda,yuvarāja,IS_SUITABLE_FOR,,ASSIGNMENT,A building with seven storeys is suitable for crown-princes and kings.
sapta_bhūmi_prāsāda,raja,IS_SUITABLE_FOR,,ASSIGNMENT,A building with seven storeys is suitable for crown-princes and kings.
sapta_ekādaśa_bhūmi_prāsāda,cakravartin,IS_SUITABLE_FOR,,ASSIGNMENT,A building with seven to eleven storeys is suitable for universal monarchs.
tri_catuḥ_bhūmi_prāsāda,vaiśya,IS_SUITABLE_FOR,,ASSIGNMENT,A building with three or four storeys is suitable for merchants and Sudras.
tri_catuḥ_bhūmi_prāsāda,ksudra_3,IS_SUITABLE_FOR,,ASSIGNMENT,A building with three or four storeys is suitable for merchants and Sudras.
pañca_bhūmi_prāsāda,paṭṭabhṛt,IS_SUITABLE_FOR,,ASSIGNMENT,A building with five storeys is suitable for a pattabhrt.
garbhanyāsa_vidhi,deva_ālaya,APPLIES_TO,,SCOPE,The rules for the foundation deposit (garbhanyasa) apply to temples of gods.
garbhanyāsa_vidhi,dvija_gṛha,APPLIES_TO,,SCOPE,The rules for the foundation deposit (garbhanyasa) apply to the houses of the twice-born classes.
garbhanyāsa_garta_āyata,adhiṣṭhāna_utsedha,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The depth of the pit for the foundation deposit must be equal to the height of the building's base (adhisthana).
garbhanyāsa_garta,caturasra,HAS_SHAPE,,GEOMETRY,The pit for the foundation deposit is prescribed to be square.
mṛttikā_stara,garta_tala,LOCATED_ABOVE,,SPATIAL,A layer of prescribed earths is placed at the bottom of the foundation deposit pit.
mūla_vinyāsa,mṛttikā_stara,LOCATED_ABOVE,,SPATIAL,"An arrangement of prescribed roots (padma, utpala, etc.) is placed above the layer of earth in the foundation pit."
aṣṭa_dhānya,mūla_vinyāsa,LOCATED_ABOVE,,SPATIAL,The eight prescribed grains are placed above the layer of roots in the foundation deposit.
manjusa,aṣṭa_dhānya,LOCATED_ABOVE,,SPATIAL,A copper casket (manjusa) is placed over the layer of the eight grains in the foundation deposit.
manjusa,tāmra,HAS_MATERIAL,,MATERIAL,The foundation deposit casket (manjusa) is made of copper.
mañjūṣā_vistāra,bhūmi_saṅkhyā,IS_DETERMINED_BY,,MEASUREMENT,"The width of the foundation casket is determined by the number of storeys of the building, with twelve possible dimensions for buildings of one to twelve storeys."
mañjūṣā_utsedha,mañjūṣā_vistāra,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The height of the foundation casket can be equal to its width, or less by one-eighth, one-sixth, or one-fifth."
mañjūṣā_utsedha,mañjūṣā_vistāra,HAS_DIMENSION_RATIO,0.875,MEASUREMENT,"The height of the foundation casket can be equal to its width, or less by one-eighth (7/8), one-sixth, or one-fifth."
mañjūṣā_utsedha,mañjūṣā_vistāra,HAS_DIMENSION_RATIO,0.83333,MEASUREMENT,"The height of the foundation casket can be equal to its width, or less by one-eighth, one-sixth (5/6), or one-fifth."
mañjūṣā_utsedha,mañjūṣā_vistāra,HAS_DIMENSION_RATIO,0.8,MEASUREMENT,"The height of the foundation casket can be equal to its width, or less by one-eighth, one-sixth, or one-fifth (4/5)."
mañjūṣā_vistāra,stambha_vyāsa,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"Alternatively, the width of the foundation casket can be equal to the diameter of the building's pillar, or seven-eighths or three-quarters of that diameter."
mañjūṣā_vistāra,stambha_vyāsa,HAS_DIMENSION_RATIO,0.875,MEASUREMENT,"Alternatively, the width of the foundation casket can be equal to the diameter of the building's pillar, or seven-eighths (7/8) or three-quarters of that diameter."
mañjūṣā_vistāra,stambha_vyāsa,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,"Alternatively, the width of the foundation casket can be equal to the diameter of the building's pillar, or seven-eighths or three-quarters (3/4) of that diameter."
manjusa,mandapa_6,HAS_FORM_SIMILAR_TO,,GEOMETRY,The foundation casket is shaped like a pavilion (mandapa).
manjusa,tri_tala,HAS_PART,,HIERARCHY,The foundation casket is described as having three levels of elevation.
caṇḍita_maṇḍala,maṇḍūka_maṇḍala,SYNONYM_OF,,DEFINITION,"The 'candita' diagram, used in the foundation ritual, is also called the 'manduka' diagram."
manjusa,pañcagavya,IS_PREPARED_BY_WASHING_IN,,RITUAL,"As part of the ritual preparation, the foundation casket is washed in pancagavya (the five products of the cow)."
manjusa,śveta_vastra,IS_WRAPPED_IN,,RITUAL,"After offerings are made, the foundation casket is wrapped in white cloth before its final placement."
manjusa,darbha_āstaraṇa,LOCATED_ABOVE,,SPATIAL,"The wrapped foundation casket is placed upon a spread of darbha grass, which itself is on white linen."
garbhanyāsa,pratiṣṭhā_karma,IS_A,,HIERARCHY,"The Garbhanyasa, or foundation deposit ritual, is a type of consecration ceremony (pratistha karma) performed during temple construction."
garbhanyāsa_pātra,garbhanyāsa,PART_OF,,HIERARCHY,A casket (garbhanyasa patra) is the central component used to contain the sacred items of the foundation deposit ritual.
śāli,garbhanyāsa_pātra,PART_OF,,HIERARCHY,The grain 'sali' is a component placed within the foundation deposit casket.
śāli,suvarṇa,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'sali' is represented by a figure made of gold (suvarna)."
śāli,Īśa_dik,LOCATED_AT,,SPATIAL,The golden figure of the grain 'sali' is placed in the North-East (Isa) compartment of the foundation deposit casket.
vrīhi,garbhanyāsa_pātra,PART_OF,,HIERARCHY,The grain 'vrihi' is a component placed within the foundation deposit casket.
vrīhi,rajata,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'vrihi' is represented by a figure made of silver (rajata)."
vrīhi,Pūrva_dik,LOCATED_AT,,SPATIAL,"The silver figure of the grain 'vrihi' is placed in the East compartment of the foundation deposit casket, following the placement in the North-East."
kulattha,tāmra,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'kulattha' is represented by a figure made of copper (tamra)."
kulattha,Agni_dik,LOCATED_AT,,SPATIAL,The copper figure of the grain 'kulattha' is placed in the South-East (Agni) compartment of the foundation deposit casket.
kanku,trapu,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'kanku' is represented by a figure made of tin (trapu)."
kanku,Dakṣiṇa_dik,LOCATED_AT,,SPATIAL,The tin figure of the grain 'kanku' is placed in the South (Daksina) compartment of the foundation deposit casket.
masa_2,sīsaka,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'masa' is represented by a figure made of lead (sisaka)."
masa_2,Nirṛti_dik,LOCATED_AT,,SPATIAL,The lead figure of the grain 'masa' is placed in the South-West (Nirrti) compartment of the foundation deposit casket.
mudga,vayasa,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'mudga' is represented by a figure made of iron (ayasa)."
mudga,Paścima_dik,LOCATED_AT,,SPATIAL,The iron figure of the grain 'mudga' is placed in the West (Pascima) compartment of the foundation deposit casket.
kodrava,vayasa,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'kodrava' is represented by a figure made of iron (ayasa)."
kodrava,Vāyu_dik,LOCATED_AT,,SPATIAL,The iron figure of the grain 'kodrava' is placed in the North-West (Vayu) compartment of the foundation deposit casket.
tila,pārada,HAS_MATERIAL,,DEFINITION,"For the foundation deposit, the grain 'tila' is represented by a figure made of mercury (parada)."
tila,Soma_dik,LOCATED_AT,,SPATIAL,The mercury figure of the grain 'tila' is placed in the North (Soma) compartment of the foundation deposit casket.
hiṅgula,Jayanta_pada,LOCATED_AT,,SPATIAL,Cinnabar (hingula) is placed in the compartment of the deity Jayanta within the foundation deposit casket.
haritala,Bhṛśa_pada,LOCATED_AT,,SPATIAL,Orpiment (haritala) is placed in the compartment of the deity Bhrsa within the foundation deposit casket.
manaḥśilā,Vitatha_pada,LOCATED_AT,,SPATIAL,Red arsenic (manahsila) is placed in the compartment of the deity Vitatha within the foundation deposit casket.
gairika,Bhṛṅgarāja_pada,LOCATED_AT,,SPATIAL,Red chalk (gairika) is placed in the compartment of the deity Bhrngaraja within the foundation deposit casket.
vaiḍūrya,Sugrīva_pada,LOCATED_AT,,SPATIAL,Lapis lazuli (vaidurya) is placed in the compartment of the deity Sugriva within the foundation deposit casket.
añjana,Śoṣa_pada,LOCATED_AT,,SPATIAL,Hematite (anjana) is placed in the compartment of the deity Sosa within the foundation deposit casket.
srotoñjana,Ganamukhya_pada,LOCATED_AT,,SPATIAL,Antimony (srotonjana) is placed in the compartment of the deity Ganamukhya within the foundation deposit casket.
tāmra,Uditi_pada,LOCATED_AT,,SPATIAL,Red copper (tamra) is placed in the compartment of the deity Uditi within the foundation deposit casket.
padmarāga,Brahma_pada,LOCATED_AT,,SPATIAL,"A ruby (padmaraga) is placed in the central compartment, corresponding to Brahma, of the foundation deposit casket."
pravāla,Marīci_pada,LOCATED_AT,,SPATIAL,Coral (pravala) is placed in the compartment of the deity Marici within the foundation deposit casket.
puṣparāga,Sāvindra_pada,LOCATED_AT,,SPATIAL,A topaz (pusparaga) is placed in the compartment of the deity Savindra within the foundation deposit casket.
vyāghrākṣa,Vivasvat_pada,LOCATED_AT,,SPATIAL,A tiger's eye gemstone (vyaghraksa) is placed in the compartment of the deity Vivasvat within the foundation deposit casket.
vajra_2,Indrajaya_pada,LOCATED_AT,,SPATIAL,A diamond (vajra) is placed in the compartment of the deity Indrajaya within the foundation deposit casket.
indranīla,Mitraka_pada,LOCATED_AT,,SPATIAL,An Indranila sapphire is placed in the compartment of the deity Mitraka within the foundation deposit casket.
mahānīla,Rudrarāja_pada,LOCATED_AT,,SPATIAL,A Mahanila sapphire is placed in the compartment of the deity Rudraraja within the foundation deposit casket.
marakata,Mahīdhara_pada,LOCATED_AT,,SPATIAL,An emerald (marakata) is placed in the compartment of the deity Mahidhara within the foundation deposit casket.
mauktika,Āpavatsa_pada,LOCATED_AT,,SPATIAL,A pearl (mauktika) is placed in the compartment of the deity Apavatsa within the foundation deposit casket.
visnukranta,Īśa_dik,LOCATED_AT,,SPATIAL,The medicinal plant 'visnukranta' is placed in the North-East (Isa) compartment of the foundation deposit casket.
candana,Jayanta_pada,LOCATED_AT,,SPATIAL,"Sandalwood (candana), a fragrant plant, is placed in the compartment of the deity Jayanta within the foundation deposit casket."
svastika_suvarṇa,Pūrva_dik,LOCATED_AT,,SPATIAL,A svastika made of gold is placed at the eastern cardinal point of the foundation deposit.
svastika_āyasa,Dakṣiṇa_dik,LOCATED_AT,,SPATIAL,A svastika made of iron is placed at the southern cardinal point of the foundation deposit.
svastika_tāmra,Paścima_dik,LOCATED_AT,,SPATIAL,A svastika made of copper is placed at the western cardinal point of the foundation deposit.
svastika_rajata,Uttara_dik,LOCATED_AT,,SPATIAL,A svastika made of silver is placed at the northern cardinal point of the foundation deposit.
kapala,suvarṇa,HAS_MATERIAL,,DEFINITION,"A skull (kapala), an attribute for the foundation deposit, is made of gold."
kapala,Pūrva_dik,LOCATED_AT,,SPATIAL,A golden skull (kapala) is placed in the eastern direction within the foundation deposit.
astamangala,suvarṇa,HAS_MATERIAL,,DEFINITION,The eight auspicious objects (astamangala) for the foundation deposit are made of gold.
darpaṇa,astamangala,PART_OF,,HIERARCHY,The mirror (darpana) is one of the eight auspicious objects (astamangala).
darpaṇa,Pūrva_dik,LOCATED_AT,,SPATIAL,The golden mirror (darpana) is placed in the eastern direction as part of the foundation deposit.
garbhanyāsa,adhisthana,LOCATED_BELOW,,SPATIAL,The foundation deposit (garbhanyasa) must be placed below the plinth (adhisthana). Its vertical position relative to the plinth is critical to avoid misfortune.
garbhanyāsa,upapitha_3,LOCATED_BELOW,,SPATIAL,"Alternatively, the foundation deposit (garbhanyasa) can be placed below the stereobate (upapitha). Its vertical position relative to the stereobate is critical."
garbhanyāsa,homastambha,LOCATED_BELOW,,SPATIAL,The foundation deposit (garbhanyasa) is located under the Homastambha (sacrificial pillar).
garbhanyāsa,pratistambha,LOCATED_BELOW,,SPATIAL,The foundation deposit (garbhanyasa) can be located under the pratistambha (a type of pillar).
garbhanyāsa,dvāradakṣiṇastambha_garta,LOCATED_AT,,SPATIAL,The foundation deposit is placed in a hole located beneath the pillar to the right of the shrine's door.
sila_2,garbhanyāsa_pātra,LOCATED_ABOVE,,SPATIAL,A slab (sila) made of hard wood or stone is set directly above the foundation deposit casket. The slab is specified to be five digits thick.
sila_2,garbhanyāsa_pātra,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The width of the slab placed over the foundation deposit casket is twice the width of the casket itself.
stambha_5,sila_2,LOCATED_ABOVE,,SPATIAL,"A pillar (stambha), supported by four bricks, is installed above the slab that covers the foundation deposit."
iṣṭakā,stambha_pratiṣṭhā,PART_OF,,HIERARCHY,Four bricks (istaka) form the support base for the pillar that is installed above the foundation deposit slab.
garbhanyāsa_vidhi,Īśa_pratiṣṭhā_karma,IS_A,,DEFINITION,The described set of rules for the foundation deposit (garbhanyasa vidhi) is specified as being appropriate for the temple of Isa (Shiva).
Visnu_shrine_deposit,Visnu_shrine,PART_OF,,HIERARCHY,"A specific set of items, known as a foundation deposit (Garbhanyasa), is prescribed for a shrine dedicated to Visnu."
cakra_3,Visnu_shrine_deposit,PART_OF,,HIERARCHY,A discus (cakra) made of gold is a component of the foundation deposit for a Visnu shrine.
cakra_3,madhya,LOCATED_AT,,SPATIAL,"Within the Visnu shrine's foundation deposit, the golden discus (cakra) is placed in the center."
sankha,Visnu_shrine_deposit,PART_OF,,HIERARCHY,A conch (sankha) made of gold is a component of the foundation deposit for a Visnu shrine.
sankha,vama,LOCATED_AT,,SPATIAL,"Within the Visnu shrine's foundation deposit, the golden conch (sankha) is placed to the left."
dhanus,Visnu_shrine_deposit,PART_OF,,HIERARCHY,A bow (dhanus) made of gold is a component of the foundation deposit for a Visnu shrine.
dhanus,vama,LOCATED_AT,,SPATIAL,"Within the Visnu shrine's foundation deposit, the golden bow (dhanus) is placed to the left."
gada,Visnu_shrine_deposit,PART_OF,,HIERARCHY,A mace (gada) made of gold is a component of the foundation deposit for a Visnu shrine.
gada,daksina,LOCATED_AT,,SPATIAL,"Within the Visnu shrine's foundation deposit, the golden mace (gada) is placed to the right."
khadga,Visnu_shrine_deposit,PART_OF,,HIERARCHY,A sword (khadga) made of gold is a component of the foundation deposit for a Visnu shrine.
khadga,daksina,LOCATED_AT,,SPATIAL,"Within the Visnu shrine's foundation deposit, the golden sword (khadga) is placed to the right."
vainateya,Visnu_shrine_deposit,PART_OF,,HIERARCHY,An image of Vainateya (Garuda) made of gold is a component of the foundation deposit for a Visnu shrine.
